0.005743,-0.1004985
0.005782,-0.09690931
0.005806,-0.09690931
0.005783999,-0.101695
0.005755,-0.101695
0.005763,-0.101695
0.005845,-0.1004985
0.005819,-0.1004985
0.005876,-0.1004985
0.005861001,-0.1052842
0.008594,-0.1028914
0.006424,-0.09571291
0.005854,-0.09571291
0.0058,-0.09332007
0.005811,-0.09332007
0.005787,-0.09930214
0.00585,-0.09451649
0.005755,-0.09451649
0.005788,-0.1040878
0.005821,-0.09690931
0.005825,-0.09690931
0.005795,-0.101695
0.005773,-0.09332007
0.005782,-0.09332007
0.005843,-0.1028914
0.005812,-0.101695
0.005769,-0.101695
0.005818,-0.1064806
0.005835,-0.1064806
0.00583,-0.09571291
0.005781,-0.09571291
0.005862,-0.09571291
0.005866,-0.09212366
0.005794,-0.09451649
0.005781,-0.09451649
0.005803,-0.09930214
0.005762,-0.1040878
0.005762,-0.1040878
0.005771,-0.09451649
0.005989,-0.09571291
0.005752,-0.09571291
0.005745,-0.09690931
0.005762,-0.09690931
0.005807,-0.08733803
0.00582,-0.09451649
0.005787,-0.09451649
0.005786,-0.09690931
0.005848,-0.09930214
0.005816,-0.09930214
0.005809,-0.1112662
0.005719,-0.09451649
0.005809,-0.09451649
0.005798,-0.1052842
0.005823,-0.09810573
0.005766,-0.09810573
0.005782,-0.09451649
0.0058,-0.09451649
0.005837,-0.09332007
0.005773,-0.09092726
0.005809999,-0.09092726
0.034831,-0.1040878
0.00647,-0.09810573
0.005756001,-0.09690931
0.005765,-0.09690931
0.005786,-0.08853443
0.005773,-0.09690931
0.005776,-0.09690931
0.005736,-0.1004985
0.005785,-0.1004985
0.005763,-0.1004985
0.005779,-0.101695
0.005775,-0.101695
0.005779,-0.09571291
0.005873,-0.1040878
0.005828,-0.1040878
0.005809999,-0.09212366
0.00576,-0.09690931
0.005741,-0.09690931
0.005768,-0.09451649
0.005812,-0.08973085
0.005755,-0.08973085
0.005799,-0.101695
0.005813,-0.101695
0.005793,-0.09571291
0.005806,-0.1004985
0.005719,-0.1004985
0.005773,-0.09690931
0.005764,-0.09930214
0.005779,-0.09930214
0.005782,-0.09571291
0.005843,-0.1064806
0.005776,-0.1064806
0.005834,-0.1052842
0.005786,-0.1004985
0.005776,-0.1004985
0.005735001,-0.09332007
0.005777,-0.09332007
0.005772,-0.101695
0.00579,-0.09930214
0.005808,-0.09930214
0.005769,-0.09810573
0.005776,-0.09571291
0.00577,-0.09571291
0.005779,-0.09690931
0.005814,-0.1028914
0.005799,-0.1028914
0.005836,-0.1004985
0.005758,-0.09092726
0.005786,-0.09092726
0.008563,-0.09810573
0.0064,-0.09451649
0.005862,-0.09451649
0.005808,-0.09451649
0.005827,-0.1028914
0.005797,-0.1028914
0.005777,-0.09810573
0.005805,-0.1124627
0.005774,-0.1124627
0.005769,-0.09810573
0.005791,-0.09212366
0.005792,-0.09212366
0.005803,-0.09092726
0.005749,-0.09092726
0.005767,-0.09092726
0.005779,-0.09092726
0.005793,-0.09092726
0.005793,-0.09092726
0.005757,-0.09451649
0.005827,-0.09451649
0.005808,-0.08494519
0.005755,-0.09810573
0.005773,-0.09810573
0.005758,-0.09810573
0.005789,-0.1004985
0.005735001,-0.1004985
0.005756001,-0.09092726
0.005826,-0.09092726
0.005781,-0.09212366
0.005788,-0.09332007
0.005761,-0.09332007
0.005791,-0.09810573
0.005748,-0.09810573
0.005773,-0.09810573
0.005779,-0.09571291
0.005814,-0.09930214
0.005854,-0.09930214
0.005771,-0.09451649
0.005781,-0.09212366
0.005789,-0.09212366
0.005771,-0.08973085
0.00578,-0.08973085
0.005793,-0.09571291
0.005804,-0.1004985
0.005773,-0.1004985
0.005769,-0.1088734
0.00578,-0.1004985
0.005785,-0.1004985
0.005733,-0.09571291
0.005807,-0.101695
0.008612,-0.09690931
0.006395,-0.09690931
0.005804,-0.09810573
0.005752,-0.09332007
0.005807,-0.09332007
0.005821,-0.09571291
0.005797,-0.09571291
0.005829,-0.09092726
0.005747,-0.09810573
0.005818,-0.09810573
0.005747,-0.09451649
0.00578,-0.09451649
0.005819,-0.09451649
0.0058,-0.09092726
0.005827,-0.1004985
0.005772,-0.1004985
0.005753,-0.09690931
0.005821,-0.09690931
0.005778,-0.09690931
0.005795,-0.09332007
0.005787,-0.09332007
0.005811,-0.1004985
0.005776,-0.09451649
0.00579,-0.09451649
0.005856,-0.101695
0.005771,-0.1004985
0.023109,-0.09451649
0.00587,-0.08973085
0.005737,-0.1028914
0.005808,-0.1028914
0.005777,-0.1004985
0.005739,-0.1004985
0.005778,-0.09451649
0.005781,-0.09690931
0.005765,-0.09690931
0.005774,-0.1052842
0.005787,-0.1028914
0.005837,-0.1028914
0.005838,-0.09092726
0.005809,-0.09690931
0.005796,-0.09690931
0.005788,-0.09451649
0.005827,-0.1004985
0.005774,-0.1004985
0.005788,-0.09451649
0.005779,-0.09451649
0.005819,-0.09810573
0.005796,-0.09571291
0.005773,-0.09571291
0.008523001,-0.09930214
0.006407,-0.09092726
0.005808,-0.09571291
0.00589,-0.09571291
0.005856,-0.09451649
0.005849,-0.09930214
0.005815,-0.09930214
0.005772,-0.1064806
0.005840001,-0.09571291
0.005783,-0.09571291
0.005774,-0.08494519
0.005776,-0.09092726
0.005783999,-0.09092726
0.005804,-0.09810573
0.005779,-0.09810573
0.005864,-0.1004985
0.005792,-0.1088734
0.005824,-0.1088734
0.005805,-0.1052842
0.00578,-0.09810573
0.005837,-0.09810573
0.005796,-0.1088734
0.005804,-0.09571291
0.005791,-0.09571291
0.005845,-0.09930214
0.005811,-0.09451649
0.005801,-0.09451649
0.005869,-0.09571291
0.005857,-0.09571291
0.005773,-0.09212366
0.005783999,-0.09810573
0.005767,-0.09810573
0.005783999,-0.1028914
0.005796,-0.09690931
0.00576,-0.09690931
0.005985,-0.09451649
0.005812,-0.09810573
0.005796,-0.09810573
0.005755,-0.08614161
0.005762,-0.09571291
0.005827,-0.09571291
0.005767,-0.09451649
0.005742,-0.09451649
0.005871,-0.09451649
0.005753,-0.09930214
0.00577,-0.09930214
0.005804,-0.09092726
0.005793,-0.09571291
0.005795,-0.09571291
0.036755,-0.09571291
0.006392,-0.1004985
0.005826,-0.09810573
0.005775,-0.09810573
0.005787,-0.1028914
0.005766,-0.09451649
0.005849,-0.09451649
0.005818,-0.1028914
0.005813,-0.08374879
0.005811,-0.08374879
0.005778,-0.09810573
0.005797,-0.09571291
0.005824,-0.09571291
0.005786,-0.09810573
0.005831,-0.09810573
0.005755,-0.09451649
0.005833,-0.09332007
0.0058,-0.09332007
0.005806,-0.09451649
0.005821,-0.09690931
0.005797,-0.09690931
0.005779,-0.09690931
0.005843,-0.09690931
0.005731,-0.09690931
0.005782,-0.07896315
0.005768,-0.09810573
0.005826,-0.09810573
0.005812,-0.09332007
0.005802,-0.09332007
0.005795,-0.09930214
0.005767,-0.09930214
0.005809999,-0.09930214
0.005794,-0.09092726
0.005762,-0.09332007
0.005815,-0.09332007
0.005767,-0.08494519
0.005827,-0.09810573
0.005779,-0.09810573
0.005837,-0.09810573
0.00582,-0.09092726
0.005804,-0.09092726
0.005789,-0.08973085
0.005772,-0.08973085
0.005774,-0.09690931
0.00578,-0.09810573
0.005798,-0.09810573
0.005775,-0.09810573
0.005773,-0.1004985
0.005747,-0.1004985
0.008535,-0.09451649
0.006418,-0.1004985
0.005853,-0.09930214
0.005793,-0.09930214
0.005857,-0.1004985
0.005788,-0.09930214
0.005771,-0.09930214
0.005812,-0.09451649
0.005825,-0.08853443
0.005779,-0.08853443
0.005778,-0.09571291
0.005781,-0.09571291
0.005779,-0.09930214
0.005808,-0.09810573
0.005792,-0.09810573
0.005811,-0.09930214
0.005758,-0.09451649
0.005848,-0.09451649
0.005809999,-0.1064806
0.005813,-0.1040878
0.005799,-0.1040878
0.005709,-0.101695
0.005797,-0.101695
0.005812,-0.09810573
0.005789,-0.09810573
0.005766,-0.09810573
0.005762,-0.1100698
0.005783,-0.1040878
0.005758,-0.1040878
0.00579,-0.09690931
0.005782,-0.1004985
0.005773,-0.1004985
0.005738,-0.09810573
0.005797,-0.09930214
0.005816,-0.09930214
0.005769,-0.09930214
0.005768,-0.09930214
0.005821,-0.09092726
0.005833,-0.09690931
0.005789,-0.09690931
0.005775,-0.1040878
0.005778,-0.09212366
0.005801,-0.09212366
0.005852,-0.09092726
0.005776,-0.101695
0.005781,-0.101695
0.005756001,-0.09332007
0.00576,-0.101695
0.00574,-0.101695
0.005809,-0.1004985
0.008551,-0.1040878
0.006409,-0.1040878
0.005808,-0.09930214
0.005812,-0.09212366
0.005753,-0.09212366
0.005804,-0.09810573
0.005813,-0.09810573
0.005806,-0.09810573
0.005783999,-0.09930214
0.005751,-0.09690931
0.00582,-0.09690931
0.005734,-0.1064806
0.005777,-0.09930214
0.005814,-0.09930214
0.005739,-0.101695
0.005772,-0.101695
0.005737,-0.09571291
0.00579,-0.09930214
0.005745,-0.09930214
0.005737,-0.09690931
0.005782,-0.09451649
0.005798,-0.09451649
0.005786,-0.09690931
0.005802,-0.101695
0.005775,-0.101695
0.005723,-0.1040878
0.005742,-0.1028914
0.005827,-0.1028914
0.005808,-0.08374879
0.005765,-0.08374879
0.005793,-0.08973085
0.005788,-0.09092726
0.005801,-0.09092726
0.023123,-0.09810573
0.005809999,-0.09332007
0.005777,-0.09332007
0.005746,-0.09451649
0.005777,-0.09451649
0.005828,-0.09690931
0.0058,-0.09571291
0.005832,-0.09571291
0.005758,-0.09690931
0.005813,-0.08973085
0.005823,-0.08973085
0.005782,-0.09092726
0.005843,-0.09930214
0.005821,-0.09930214
0.005845,-0.09571291
0.005828,-0.1052842
0.008564,-0.09092726
0.006421,-0.09092726
0.005793,-0.08853443
0.005803,-0.09451649
0.00576,-0.09451649
0.005813,-0.1028914
0.005816,-0.1028914
0.005840001,-0.101695
0.005775,-0.1040878
0.005816999,-0.1040878
0.005858,-0.101695
0.005875,-0.1052842
0.005809,-0.1052842
0.005793,-0.08973085
0.005809,-0.1028914
0.005786,-0.1028914
0.005805,-0.1004985
0.005761,-0.09451649
0.005839,-0.09451649
0.005816,-0.08255238
0.005779,-0.08255238
0.005816999,-0.09571291
0.005804,-0.09930214
0.005827,-0.09930214
0.005816,-0.09451649
0.005842,-0.1028914
0.005789,-0.1028914
0.005816,-0.09451649
0.005813,-0.09571291
0.005824,-0.09571291
0.005829,-0.09810573
0.005839,-0.09690931
0.005779,-0.09690931
0.005763,-0.09930214
0.005833,-0.09930214
0.005786,-0.09930214
0.005816999,-0.08973085
0.005742,-0.08973085
0.005798,-0.08973085
0.005806,-0.09571291
0.005772,-0.09571291
0.005763,-0.107677
0.00594,-0.09092726
0.005812,-0.09092726
0.005786,-0.09451649
0.005786,-0.09451649
0.005793,-0.09451649
0.00579,-0.09092726
0.005805,-0.09930214
0.038133,-0.1100698
0.00646,-0.1100698
0.005818,-0.09810573
0.00579,-0.1004985
0.005771,-0.1004985
0.005763,-0.09690931
0.005754,-0.09690931
0.005827,-0.09690931
0.005749,-0.1004985
0.005797,-0.1052842
0.005786,-0.1052842
0.005787,-0.09571291
0.005761,-0.09690931
0.005757,-0.09690931
0.005767,-0.09690931
0.005773,-0.09690931
0.005763,-0.09332007
0.005793,-0.09451649
0.005783,-0.09451649
0.005802,-0.107677
0.005742,-0.09690931
0.005773,-0.09690931
0.005752,-0.09930214
0.005768,-0.09092726
0.005815,-0.09092726
0.00578,-0.08614161
0.00576,-0.08614161
0.005756001,-0.09930214
0.005749,-0.09690931
0.005806,-0.09690931
0.005774,-0.09810573
0.005805,-0.09571291
0.005822,-0.09571291
0.005783999,-0.1052842
0.005769,-0.1064806
0.005814,-0.1064806
0.005802,-0.1052842
0.005758,-0.09212366
0.005809,-0.09212366
0.005793,-0.09930214
0.005785,-0.09930214
0.005761,-0.09451649
0.005838,-0.09690931
0.005803,-0.09690931
0.005753,-0.09092726
0.005805,-0.1004985
0.00576,-0.1004985
0.005785,-0.09451649
0.005768,-0.09810573
0.00855,-0.1040878
0.006401,-0.1040878
0.005743,-0.09810573
0.005814,-0.08494519
0.005823,-0.08494519
0.005831,-0.09092726
0.005834,-0.09092726
0.005764,-0.08733803
0.005824,-0.09690931
0.005816,-0.09690931
0.0058,-0.09810573
0.005894,-0.09451649
0.005782,-0.09451649
0.005785,-0.1028914
0.005762,-0.107677
0.005813,-0.107677
0.005802,-0.09092726
0.005791,-0.08853443
0.005791,-0.08853443
0.005779,-0.09690931
0.00579,-0.09690931
0.005796,-0.1028914
0.005803,-0.09571291
0.005779,-0.09571291
0.005765,-0.09690931
0.00578,-0.09930214
0.005807,-0.09930214
0.005769,-0.08973085
0.005768,-0.1040878
0.005785,-0.1040878
0.00575,-0.101695
0.005814,-0.09571291
0.005795,-0.09571291
0.00582,-0.08973085
0.005724,-0.08973085
0.005793,-0.09810573
0.005787,-0.09571291
0.005771,-0.09571291
0.005849,-0.09092726
0.005792,-0.1004985
0.0058,-0.1004985
0.005803,-0.1004985
0.005807,-0.09332007
0.005782,-0.09332007
0.005779,-0.09810573
0.005837,-0.1004985
0.005756001,-0.1004985
0.005779,-0.09092726
0.005808,-0.09092726
0.005806,-0.09451649
0.008592999,-0.09690931
0.006401999,-0.107677
0.005826,-0.107677
0.005745,-0.1028914
0.00578,-0.09690931
0.00578,-0.09690931
0.005755,-0.1028914
0.005771,-0.101695
0.005801,-0.101695
0.005838,-0.09332007
0.005773,-0.09571291
0.005814,-0.09571291
0.005806,-0.1028914
0.005808,-0.1040878
0.005787,-0.1040878
0.00578,-0.09451649
0.005863,-0.09451649
0.005765,-0.09212366
0.005734,-0.09810573
0.005771,-0.09810573
0.005788,-0.1004985
0.005789,-0.1064806
0.005776,-0.1064806
0.005774,-0.1004985
0.005796,-0.09451649
0.005798,-0.09451649
0.005805,-0.09690931
0.005743,-0.09690931
0.005751,-0.09571291
0.005789,-0.09571291
0.005823,-0.09571291
0.005811,-0.09451649
0.005783,-0.09451649
0.0058,-0.09451649
0.005799,-0.09810573
0.005749,-0.08973085
0.00578,-0.08973085
0.005747,-0.09332007
0.005779,-0.1028914
0.005787,-0.1028914
0.023346,-0.1040878
0.005792,-0.1040878
0.005772,-0.09810573
0.005759,-0.09451649
0.005802,-0.09451649
0.005831,-0.09092726
0.005791,-0.09930214
0.005828,-0.09930214
0.005816,-0.1040878
0.005749,-0.08973085
0.008572001,-0.08973085
0.006405,-0.09690931
0.005866,-0.101695
0.005818,-0.09571291
0.005812,-0.09571291
0.005797,-0.09930214
0.005772,-0.09930214
0.005761,-0.1004985
0.005747,-0.09810573
0.005778,-0.09810573
0.005805,-0.09810573
0.005755,-0.1052842
0.005768,-0.1052842
0.005788,-0.09332007
0.005774,-0.08973085
0.005807,-0.08973085
0.005897,-0.1064806
0.005918,-0.09930214
0.005883,-0.09930214
0.005796,-0.09690931
0.005766,-0.09690931
0.00576,-0.1040878
0.00575,-0.101695
0.005812,-0.101695
0.005786,-0.09092726
0.005815,-0.09092726
0.005819,-0.09092726
0.00578,-0.08973085
0.005852,-0.1004985
0.005745,-0.1004985
0.005773,-0.09810573
0.005816,-0.101695
0.005811,-0.101695
0.005839,-0.09690931
0.005791,-0.09690931
0.005826,-0.08733803
0.005789,-0.08853443
0.005802,-0.08853443
0.005842,-0.09332007
0.005762,-0.1004985
0.005866,-0.1004985
0.005776,-0.09810573
0.005753,-0.09690931
0.005778,-0.09690931
0.00579,-0.09092726
0.005769,-0.09810573
0.005772,-0.09810573
0.00576,-0.1052842
0.005960999,-0.1052842
0.035431,-0.09690931
0.006418,-0.08973085
0.005822,-0.1088734
0.00578,-0.1088734
0.005837,-0.1004985
0.005756001,-0.09810573
0.005798,-0.09810573
0.005856,-0.09451649
0.005778,-0.09332007
0.005834,-0.09332007
0.005778,-0.101695
0.005814,-0.107677
0.00579,-0.107677
0.005756001,-0.101695
0.005785,-0.101695
0.005766,-0.09690931
0.005794,-0.1004985
0.005765,-0.1004985
0.005825,-0.1040878
0.005804,-0.1028914
0.005757,-0.1028914
0.005777,-0.1040878
0.005752,-0.08973085
0.005755,-0.08973085
0.005753,-0.09451649
0.005781,-0.09571291
0.005788,-0.09571291
0.005781,-0.09930214
0.005746,-0.09930214
0.005781,-0.09571291
0.005769,-0.09690931
0.005768,-0.09690931
0.00583,-0.09571291
0.005847,-0.08973085
0.005795,-0.08973085
0.005767,-0.1004985
0.005765,-0.09332007
0.00575,-0.09332007
0.005813,-0.1052842
0.005803,-0.1052842
0.005755,-0.09451649
0.00585,-0.08973085
0.005809,-0.08973085
0.005761,-0.09212366
0.005758,-0.09092726
0.005779,-0.09092726
0.005793,-0.09571291
0.005854,-0.09810573
0.005751,-0.09810573
0.005855,-0.1004985
0.008521,-0.08973085
0.006428,-0.09092726
0.005869,-0.09092726
0.005811,-0.09571291
0.005795,-0.09690931
0.005772,-0.09690931
0.005778,-0.09092726
0.005812,-0.09092726
0.005767,-0.08374879
0.005809,-0.09092726
0.005768,-0.09092726
0.005831,-0.08853443
0.005806,-0.09930214
0.00577,-0.09930214
0.005786,-0.08853443
0.005812,-0.09092726
0.005885,-0.09092726
0.00579,-0.09451649
0.005758,-0.09451649
0.005851,-0.09451649
0.005787,-0.09930214
0.005822,-0.09930214
0.005758,-0.09571291
0.00576,-0.08853443
0.005743,-0.08853443
0.005746,-0.09571291
0.005752,-0.09332007
0.005765,-0.09332007
0.005815,-0.09332007
0.005763,-0.09690931
0.005798,-0.09690931
0.005815,-0.09690931
0.005798,-0.09212366
0.005758,-0.09212366
0.005774,-0.09690931
0.005772,-0.09690931
0.005811,-0.09571291
0.005797,-0.09451649
0.005814,-0.09451649
0.005756001,-0.1004985
0.005759,-0.09092726
0.005798,-0.09092726
0.005773,-0.1004985
0.005781,-0.09571291
0.005768,-0.09571291
0.005804,-0.09930214
0.005844,-0.1028914
0.005787,-0.1028914
0.005814,-0.09332007
0.008567,-0.09092726
0.006396,-0.09092726
0.005856,-0.09810573
0.005844,-0.09810573
0.005787,-0.09810573
0.005809999,-0.09571291
0.005796,-0.09451649
0.005796,-0.09451649
0.005791,-0.09451649
0.005834,-0.08733803
0.005763,-0.08733803
0.005788,-0.08853443
0.005812,-0.09451649
0.005821,-0.09451649
0.005839,-0.101695
0.005795,-0.101695
0.005758,-0.09451649
0.005815,-0.09690931
0.005815,-0.09690931
0.00579,-0.09092726
0.005792,-0.09451649
0.005773,-0.09451649
0.005829,-0.09451649
0.005791,-0.1004985
0.005797,-0.1004985
0.005747,-0.08973085
0.005745,-0.08853443
0.005764,-0.08853443
0.005786,-0.1028914
0.005783999,-0.1028914
0.005762,-0.1028914
0.005773,-0.09690931
0.005744,-0.09690931
0.005826,-0.09451649
0.005783999,-0.09571291
0.005783999,-0.09571291
0.005798,-0.09690931
0.005796,-0.09810573
0.005773,-0.09810573
0.005776,-0.09571291
0.005777,-0.09332007
0.005756001,-0.09332007
0.005731,-0.09451649
0.005852,-0.09451649
0.005797,-0.08973085
0.005773,-0.08853443
0.023099,-0.09212366
0.005852,-0.1028914
0.005806,-0.09332007
0.008515,-0.09332007
0.006414,-0.09332007
0.005812,-0.09332007
0.005831,-0.101695
0.005841,-0.101695
0.005755,-0.09690931
0.005765,-0.09690931
0.00576,-0.09930214
0.005806,-0.09810573
0.005866,-0.09810573
0.005779,-0.101695
0.005803,-0.09212366
0.005746,-0.09212366
0.005821,-0.09930214
0.00578,-0.09451649
0.0058,-0.09451649
0.005804,-0.08733803
0.0058,-0.09212366
0.005854,-0.09212366
0.005799,-0.09810573
0.005761,-0.09810573
0.005804,-0.09212366
0.005809999,-0.1064806
0.005881,-0.1064806
0.005868,-0.09092726
0.005849,-0.09092726
0.005847,-0.09092726
0.005843,-0.09810573
0.005801,-0.09930214
0.005803,-0.09930214
0.005788,-0.09690931
0.005795,-0.08733803
0.005789,-0.08733803
0.005851,-0.101695
0.005773,-0.101695
0.00583,-0.1028914
0.005797,-0.09571291
0.005765,-0.09571291
0.005819,-0.09690931
0.00582,-0.09212366
0.005844,-0.09212366
0.005836,-0.08973085
0.005786,-0.09571291
0.00579,-0.09571291
0.005884,-0.09332007
0.005831,-0.1040878
0.005789,-0.1040878
0.005868,-0.09690931
0.005818,-0.09212366
0.039283,-0.1004985
0.006364,-0.09451649
0.005818,-0.09451649
0.005795,-0.09212366
0.005745,-0.09451649
0.005826,-0.09451649
0.005984,-0.08973085
0.005783999,-0.08973085
0.005765,-0.1052842
0.005779,-0.09571291
0.005788,-0.09571291
0.005795,-0.09092726
0.005795,-0.09810573
0.005781,-0.09810573
0.005832,-0.09451649
0.005811,-0.09810573
0.005744,-0.09810573
0.005808,-0.09571291
0.005753,-0.09810573
0.005785,-0.09810573
0.005761,-0.09810573
0.005728,-0.09810573
0.005731,-0.09092726
0.005792,-0.09810573
0.005806,-0.09810573
0.005797,-0.09332007
0.005728,-0.1004985
0.005762,-0.1004985
0.005747,-0.09690931
0.005835,-0.09451649
0.005798,-0.09451649
0.005797,-0.09212366
0.005795,-0.09212366
0.005759,-0.09332007
0.005785,-0.1052842
0.005746,-0.1052842
0.005774,-0.09690931
0.005814,-0.09451649
0.005795,-0.09451649
0.005855,-0.09451649
0.005841,-0.09810573
0.00575,-0.09810573
0.005793,-0.09332007
0.005792,-0.09451649
0.005811,-0.09451649
0.005837,-0.09690931
0.005791,-0.09690931
0.005769,-0.1040878
0.005782,-0.09930214
0.008533,-0.09690931
0.006418,-0.09690931
0.005827,-0.09332007
0.005837,-0.09690931
0.005788,-0.09690931
0.00578,-0.09451649
0.005799,-0.09571291
0.00579,-0.09571291
0.005771,-0.09690931
0.005762,-0.09451649
0.00583,-0.09451649
0.005815,-0.09332007
0.005777,-0.09810573
0.005792,-0.09810573
0.005816,-0.09332007
0.00576,-0.09332007
0.005773,-0.09332007
0.005738,-0.09930214
0.005801,-0.09930214
0.005788,-0.101695
0.005808,-0.09930214
0.005787,-0.09930214
0.005792,-0.09451649
0.005825,-0.09690931
0.005867,-0.09690931
0.00577,-0.101695
0.005791,-0.09810573
0.005792,-0.09810573
0.005777,-0.09571291
0.00582,-0.09571291
0.005763,-0.09930214
0.005791,-0.09092726
0.005756001,-0.09092726
0.005768,-0.09451649
0.00577,-0.09571291
0.005836,-0.09571291
0.005795,-0.101695
0.005766,-0.08853443
0.005797,-0.08853443
0.005768,-0.1004985
0.005786,-0.1004985
0.00579,-0.09451649
0.005809,-0.08973085
0.005734,-0.08973085
0.005777,-0.09451649
0.005807,-0.1052842
0.005759,-0.1052842
0.005735001,-0.09810573
0.005828,-0.09810573
0.00854,-0.09930214
0.006479001,-0.09930214
0.00582,-0.09332007
0.005777,-0.09690931
0.005787,-0.09690931
0.005777,-0.1028914
0.005786,-0.09690931
0.00579,-0.09690931
0.005778,-0.09571291
0.005809,-0.09571291
0.005739,-0.09571291
0.00577,-0.1004985
0.005754,-0.1004985
0.005764,-0.1004985
0.00583,-0.1028914
0.005816,-0.1028914
0.005825,-0.09212366
0.005782,-0.09332007
0.005756001,-0.09332007
0.005793,-0.08733803
0.005754,-0.08733803
0.005808,-0.09451649
0.005792,-0.107677
0.005839,-0.107677
0.00583,-0.09930214
0.005741,-0.09092726
0.005742,-0.09092726
0.005840001,-0.09571291
0.005785,-0.09690931
0.005752,-0.09690931
0.005762,-0.09930214
0.005819,-0.09690931
0.005759,-0.09690931
0.005717,-0.1028914
0.005796,-0.1028914
0.005756001,-0.1004985
0.005766,-0.09571291
0.005813,-0.09571291
0.005794,-0.09810573
0.005774,-0.09690931
0.005811,-0.09690931
0.005783999,-0.1004985
0.005785,-0.09930214
0.00576,-0.09930214
0.005756001,-0.09212366
0.005759,-0.1052842
0.005791,-0.1052842
0.005818,-0.09571291
0.005758,-0.09571291
0.008545,-0.09810573
0.006416,-0.09092726
0.005788,-0.09690931
0.005794,-0.09690931
0.005773,-0.09571291
0.023124,-0.101695
0.005791,-0.101695
0.005787,-0.09571291
0.005778,-0.1052842
0.005791,-0.1052842
0.005834,-0.09690931
0.005774,-0.09690931
0.005813,-0.101695
0.005762,-0.09092726
0.005808,-0.09092726
0.005764,-0.09571291
0.005765,-0.09810573
0.005824,-0.09810573
0.005878,-0.101695
0.005783999,-0.09690931
0.005771,-0.09690931
0.005803,-0.1028914
0.005807,-0.09332007
0.005761,-0.09332007
0.005778,-0.09212366
0.005805,-0.09212366
0.005773,-0.1052842
0.005764,-0.1004985
0.005766,-0.1004985
0.005772,-0.09930214
0.005831,-0.09451649
0.005867,-0.09451649
0.005886001,-0.1004985
0.005848,-0.1004985
0.005795,-0.1004985
0.005775,-0.101695
0.005756001,-0.09690931
0.005787,-0.09690931
0.005833,-0.08614161
0.005788,-0.08614161
0.005799,-0.09212366
0.005767,-0.1028914
0.005801,-0.1028914
0.005872,-0.1052842
0.005724,-0.08853443
0.005777,-0.08853443
0.005782,-0.09930214
0.005814,-0.09571291
0.005815,-0.09571291
0.005831,-0.1040878
0.043644,-0.1028914
0.006404,-0.1028914
0.005849,-0.09571291
0.005816999,-0.09571291
0.005759,-0.09571291
0.005838,-0.1004985
0.005769,-0.1028914
0.005791,-0.1028914
0.005771,-0.09810573
0.005793,-0.101695
0.005842,-0.101695
0.005728,-0.09092726
0.005762,-0.09092726
0.005957,-0.09930214
0.005753,-0.09571291
0.005838,-0.09571291
0.005756001,-0.09571291
0.005783,-0.1004985
0.005713,-0.1004985
0.005762,-0.09690931
0.005793,-0.1028914
0.005853,-0.1028914
0.00576,-0.09571291
0.005769,-0.09810573
0.005767,-0.09810573
0.005726,-0.1064806
0.005743,-0.1064806
0.005759,-0.107677
0.005764,-0.09451649
0.005809999,-0.09451649
0.005828,-0.09332007
0.005805,-0.09690931
0.005804,-0.09690931
0.005759,-0.101695
0.005783,-0.09332007
0.005801,-0.09332007
0.005771,-0.09690931
0.005769,-0.09571291
0.005809,-0.09571291
0.005769,-0.09092726
0.005816,-0.09092726
0.005772,-0.09451649
0.005831,-0.09332007
0.005757,-0.09332007
0.00579,-0.09332007
0.005796,-0.09571291
0.005768,-0.09571291
0.005819,-0.1028914
0.005757,-0.09571291
0.008596,-0.09092726
0.006391,-0.09092726
0.005806,-0.09690931
0.005778,-0.09571291
0.005785,-0.09571291
0.005763,-0.09451649
0.005855,-0.09451649
0.00576,-0.09810573
0.005793,-0.09690931
0.005793,-0.09690931
0.005738,-0.101695
0.005796,-0.09690931
0.005724,-0.09690931
0.005793,-0.09690931
0.005833,-0.09810573
0.005781,-0.09810573
0.005815,-0.1004985
0.005742,-0.09930214
0.005798,-0.09930214
0.005787,-0.1028914
0.00577,-0.1028914
0.005789,-0.09810573
0.005807,-0.1028914
0.005779,-0.1028914
0.005816,-0.09930214
0.005793,-0.101695
0.005819,-0.101695
0.005794,-0.1100698
0.005801,-0.09930214
0.005823,-0.09930214
0.005796,-0.09690931
0.005893,-0.09332007
0.005774,-0.09332007
0.00578,-0.09810573
0.005828,-0.09810573
0.005797,-0.09092726
0.005792,-0.08853443
0.005745,-0.08853443
0.005806,-0.1052842
0.005734,-0.1028914
0.005755,-0.1028914
0.005806,-0.08973085
0.005775,-0.1028914
0.005789,-0.1028914
0.005815,-0.101695
0.005745,-0.1028914
0.005821,-0.1028914
0.005824,-0.09690931
0.005796,-0.09690931
0.005749,-0.09690931
0.008561,-0.09810573
0.006455999,-0.09451649
0.005816999,-0.09451649
0.005856,-0.09332007
0.005785,-0.09451649
0.005778,-0.09451649
0.005795,-0.09810573
0.005837,-0.09930214
0.005824,-0.09930214
0.005816999,-0.09690931
0.005778,-0.09930214
0.005816999,-0.09930214
0.005765,-0.09930214
0.005771,-0.08853443
0.005799,-0.08853443
0.005762,-0.101695
0.00582,-0.101695
0.00572,-0.09212366
0.005765,-0.09571291
0.005783999,-0.09571291
0.005826,-0.09690931
0.005757,-0.09690931
